T0,alpha,step_size,mean,best,worst,std,epsilon,near_optimal_count
10,0.9,0.005,6.947478872154506,2.5799275703786937,11.21755198820178,2.7366055274869643,0.01,4
10,0.9,0.01,7.190688861113426,0.00028220890910235497,12.63227145059463,3.405347404832793,0.0001,1
10,0.9,0.05,7.367358759706043,0.005102487431138503,10.645039452944108,2.641880673852817,0.001,1
10,0.9,0.1,7.554230768130179,0.008930664441561209,11.218623626679964,3.0533504942636824,0.001,1
10,0.9,0.3,0.04470967441980962,0.010265733559436274,0.1346401797174157,0.03253504929539054,0.01,8
10,0.9,0.5,0.07632655603291953,0.022041869397004366,0.19588641192219258,0.040375445807658596,0.01,4
10,0.95,0.005,8.180739137446503,4.884067541177455,11.2175557985545,2.12486755360973,0.01,2
10,0.95,0.01,8.399789629693837,2.5799277646708245,11.217558772380206,2.3138104279389604,0.01,2
10,0.95,0.05,8.123325811733645,3.5744976828994415,12.632570866547486,2.3427400634000586,0.01,3
10,0.95,0.1,8.051065068043513,0.004177266074716801,11.901716591927114,3.4595513300629688,0.001,1
10,0.95,0.3,0.3601934382001678,0.009194531793405236,7.966591230449737,1.5528070026257734,0.001,1
10,0.95,0.5,0.07847504984863493,0.006092221062442338,0.19694062359563036,0.05571197997527132,0.001,1
10,0.99,0.005,7.908618568379329,2.5799276477238533,12.632270613274834,2.9965936043453607,0.01,3
10,0.99,0.01,7.546666095498519,0.00036411032921934705,11.90127243666775,3.159660150779597,0.0001,1
10,0.99,0.05,7.046722519512559,0.008250103653221874,11.217969920116587,2.8748077565156,0.001,1
10,0.99,0.1,6.338700393518911,0.001696482935483079,11.90132494829076,3.5613832021420695,0.001,1
10,0.99,0.3,0.038602663901970986,0.004175341626055928,0.08825874779230292,0.025239795335108516,0.001,1
10,0.99,0.5,0.07037249465336702,0.0069607837502911885,0.1773594889866783,0.04092048419729733,0.001,1
10,0.995,0.005,7.912438943918536,0.00021290623955794175,11.217553202551182,2.952000599204639,0.0001,1
10,0.995,0.01,7.7354303072148864,0.0008510702544985982,11.901259171900204,3.5214002217615947,0.0001,1
10,0.995,0.05,7.120998120811781,2.579936617217172,10.998982194820554,2.4054084526564767,0.01,2
10,0.995,0.1,4.145453578107068,0.004619343457126224,10.121440056134775,3.6261436198187034,0.001,1
10,0.995,0.3,0.05582331444959353,0.015230272464446859,0.13266500479678145,0.030693155510907972,0.01,5
10,0.995,0.5,0.08798627102772232,0.022887778279738757,0.18837361868800828,0.04977605178253524,0.01,3
10,0.999,0.005,8.503150195146306,0.0003913548422684876,11.901257462260638,2.5932841839864182,0.0001,1
10,0.999,0.01,8.36669632398852,2.5799445045806704,11.21755627377767,2.3965824866810315,0.01,1
10,0.999,0.05,3.2997218904220755,0.0016840958203769851,11.217732576352608,3.891756549362189,0.001,2
10,0.999,0.1,0.11489209968632026,0.002063130396948498,2.580055872338328,0.5032403197139922,0.001,1
10,0.999,0.3,0.03403452061417982,0.007020940120430641,0.10658409859673457,0.023177745644746898,0.001,1
10,0.999,0.5,0.07939992349672552,0.013685905370217188,0.21328246979354804,0.05144940479275252,0.01,2
50,0.9,0.005,8.362777210684781,2.5799276939363733,11.901262242809059,2.431795306265096,0.01,1
50,0.9,0.01,8.158297365468984,2.5799392444876834,11.217553363464308,2.0051220768548967,0.01,1
50,0.9,0.05,8.111733856468152,2.5801640157375627,12.632349950438064,2.311719253647761,0.01,1
50,0.9,0.1,6.826634183302024,2.580002200130434,11.217553495788625,2.775315476704232,0.01,5
50,0.9,0.3,0.04581976400566448,0.005179617700904249,0.13168572473326323,0.03068419467968269,0.001,1
50,0.9,0.5,0.06207953840518728,0.009747371389427162,0.14691571315053453,0.03476231464452123,0.001,1
50,0.95,0.005,8.430781383198598,4.884065299436145,11.901257810039915,1.7997472487431951,0.01,1
50,0.95,0.01,8.864046309748609,5.381868930691336,12.632271149615038,1.857621336087738,0.01,4
50,0.95,0.05,7.182514132048571,0.0015202701252801099,11.901327595061975,3.5870564821969246,0.001,2
50,0.95,0.1,7.6763549293765045,0.005862309385844089,11.903263654174067,2.885932967235285,0.001,1
50,0.95,0.3,0.5140388258409141,0.007477228467469121,11.902430003928867,2.3247298786662136,0.001,1
50,0.95,0.5,0.06564322956706435,0.005915351620050746,0.14734372611415525,0.03994021560076048,0.001,1
50,0.99,0.005,7.5892711815512595,0.0005544791905376378,11.901257890510683,2.8071835493538426,0.0001,1
50,0.99,0.01,7.381988251141605,0.0018953869873716833,11.901264683756622,3.282797887056193,0.001,1
50,0.99,0.05,7.622794334279868,2.579993481215784,11.217571965343714,2.141435763167036,0.01,1
50,0.99,0.1,6.648913264599908,0.0069715591069550165,11.221068655697843,3.421837422599937,0.001,1
50,0.99,0.3,0.043427966079382985,0.00623732025770396,0.11059941179556221,0.03001351751454582,0.001,2
50,0.99,0.5,0.07775315107306258,0.018635828202971272,0.17062969474524836,0.04394306642596196,0.01,3
50,0.995,0.005,8.036270109119735,0.0008955653387698881,11.217550658756888,2.8995637133726704,0.0001,1
50,0.995,0.01,7.786128507447375,0.001071869383377777,10.99827326803504,2.9453988288398354,0.001,1
50,0.995,0.05,6.067393555826398,0.0022528836530466556,11.901352629884144,3.835848665068604,0.001,1
50,0.995,0.1,2.944995513499306,0.002817881642848352,10.121406671047058,3.535702114883266,0.001,2
50,0.995,0.3,0.04380841160609579,0.00790123535108167,0.11352881080616983,0.02466677826437584,0.001,1
50,0.995,0.5,0.08467526651213123,0.020971902803314624,0.20185576338829536,0.05077685638297764,0.01,6
50,0.999,0.005,8.670079570466024,0.0008046432325206077,12.632270639554847,2.823206337459748,0.0001,1
50,0.999,0.01,7.292889288940358,2.5799317483891966,11.217601240920423,2.3841814854674044,0.01,2
50,0.999,0.05,2.244395068344979,0.0015281380129583688,10.120358374997826,3.7094183918321093,0.001,2
50,0.999,0.1,0.11634838993445629,0.0012550915051297018,2.58016384581239,0.5029827198886385,0.001,2
50,0.999,0.3,0.05312482850831346,0.008207919540275999,0.17336351810447725,0.03470213499238677,0.001,1
50,0.999,0.5,0.07572402381564873,0.015234735331834504,0.16956100162586596,0.0406716661676635,0.01,1
100,0.9,0.005,7.740651163954988,2.5799291874327897,11.217550405802381,2.452637532293141,0.01,1
100,0.9,0.01,7.191380527717719,0.0009339106335954916,11.217554149035509,3.170897228373588,0.0001,1
100,0.9,0.05,7.840311285691261,2.580007040309916,11.218000566652698,2.5177995749911624,0.01,1
100,0.9,0.1,7.31722115902722,3.5748638021655066,10.998512507829256,2.1055244349693987,0.01,2
100,0.9,0.3,0.44157029913589446,0.009075445072682431,10.121933709927065,1.9761203288955045,0.001,1
100,0.9,0.5,0.07901829954027692,0.025938738910195713,0.21250866195491058,0.040366919519572296,0.01,4
100,0.95,0.005,7.270917587604683,0.0004106351486652393,11.901259674116599,2.625783342905683,0.0001,1
100,0.95,0.01,7.465238053490217,0.0008370523642402539,11.901269038025323,2.6752740778869217,0.0001,1
100,0.95,0.05,8.27289429198455,2.580161305540177,11.901968905470483,2.969638202241399,0.01,1
100,0.95,0.1,7.808087479601722,0.018852088807588263,11.217628716913893,2.5796944661834575,0.01,1
100,0.95,0.3,0.7662689686145085,0.0084948287101132,10.164027827247489,2.469310182686879,0.001,2
100,0.95,0.5,0.07043321403767566,0.015008881876749758,0.1988501849388915,0.046884892749342426,0.01,3
100,0.99,0.005,8.183400407065072,2.579927614040049,11.901256942681758,2.4539402167533937,0.01,1
100,0.99,0.01,7.728985733499176,3.574452003083366,11.901259481318126,2.3527255224273924,0.01,2
100,0.99,0.05,7.7473409506203845,0.00801315138555525,10.998523231545871,2.303813096824463,0.001,1
100,0.99,0.1,5.90462654503504,0.0047748754424188355,10.645701341135148,4.130864222150056,0.001,1
100,0.99,0.3,0.03975006626472735,0.010183281331152205,0.09214288630589751,0.021823640556133266,0.01,4
100,0.99,0.5,0.06125592914588099,0.010946686560629804,0.2068474689084394,0.04785827095029385,0.01,5
100,0.995,0.005,7.306626337668381,2.579928340241399,11.901258597466885,3.184489253017499,0.01,5
100,0.995,0.01,8.173492743325752,3.574456626450108,10.998266064678823,2.038516701654229,0.01,1
100,0.995,0.05,7.150340649634868,0.006149834584949776,11.217648772384202,3.067005357057775,0.001,1
100,0.995,0.1,5.2897658786709085,0.006151024554551743,10.99884304182303,3.7077238779828336,0.001,1
100,0.995,0.3,0.04983556384514161,0.006426534773169568,0.10837888041599486,0.028376466448439566,0.001,1
100,0.995,0.5,0.06830930369445186,0.014818737760606826,0.16487106190810197,0.03220142130387626,0.01,1
100,0.999,0.005,7.148751387374456,2.5799280127129305,11.90125809022728,2.89652152647341,0.01,2
100,0.999,0.01,7.60470055857888,2.5799325303591556,11.901262480651917,2.804605027767205,0.01,2
100,0.999,0.05,2.239708124111882,0.0004010459810257494,10.120373671586975,3.060528819978711,0.0001,1
100,0.999,0.1,0.012674813255722785,0.0032808553548702157,0.025639644765668823,0.006195305563038102,0.001,2
100,0.999,0.3,0.038173437051041946,0.008666072582002915,0.08186974596889884,0.02056156193923397,0.001,1
100,0.999,0.5,0.06839532608610656,0.0126471404330748,0.15648719669931355,0.044105853431374666,0.01,5
