lr,sigma,T0,ascent_method,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.0001,0.001,0.01,ascent,6.269734219795334,7.038778489642965,1.1492705570833022,8.791945834703865,3.8213376388102813,0.01,1,4.9706081958935835,39.309567186872606,4.992680871715262,0.9825326204299927
0.0001,0.001,0.1,ascent,3.144249501432128,1.0986543130101736,2.0860265855644013,3.926971216959821,0.9204723156977099,0.01,1,3.0064989012621113,9.886304927256187,0.8145898730513307,3.240785241127014
0.0001,0.001,1.0,ascent,0.000909716468386634,1.052817390930692e-07,0.0008029245514937777,0.0010052264771265307,0.00010115096281637648,0.0001,1,0.0009040755143101542,8.275840528538497e-07,1.0281493988912755e-07,4.2540576457977295
0.0001,0.01,0.01,ascent,9.696545114355896,15.266017060100733,8.475176743202155,10.780415274049682,1.1526192654237635,0.01,1,9.627796008625918,94.02298715473918,14.191940350380325,3.200624108314514
0.0001,0.01,0.1,ascent,3.151087177401875,0.8304965388980143,0.0003163793622289468,4.456310211270882,2.2279969159543267,0.0001,1,2.228313295316555,9.929350399586516,0.5872497406495955,1.756978988647461
0.0001,0.01,1.0,ascent,5.487501420039584,4.044441071363851,0.0008029247717087351,7.760498890225081,3.879847982726686,0.0001,1,3.880650907498395,30.112671834936453,2.8598517477498318,2.879899740219116
0.0001,0.1,0.01,ascent,11.526542346553002,25.218421427047492,9.23924556244955,13.42976911084161,2.0952617741960298,0.01,1,11.33450733664558,132.86117846687958,22.10545587207929,2.875435948371887
0.0001,0.1,0.1,ascent,9.77606212856387,15.960055460137545,7.259641728740494,11.766069158959215,2.2532137151093607,0.01,1,9.512855443849855,95.57139074154074,13.134335919267654,2.792702555656433
0.0001,0.1,1.0,ascent,1.112840005102177,0.03526101004685117,0.30461851303919874,1.5440315137410292,0.6197065003509152,0.01,1,0.924325013390114,1.2384128769558131,0.02707554925127558,2.295498251914978
0.001,0.001,0.01,ascent,0.008297024350453434,8.160277222368747e-06,0.008297024121589391,0.008297024579317469,2.2886403883148887e-10,0.001,2,0.00829702435045343,6.884061307201722e-05,8.160277222368745e-06,1.6334112882614136
0.001,0.001,0.1,ascent,0.008297024214226408,8.160277108323999e-06,0.008297023880349474,0.008297024548103327,3.338769261063135e-10,0.001,2,0.0082970242142264,6.884061081145933e-05,8.160277108323993e-06,2.066088318824768
0.001,0.001,1.0,ascent,0.008297022013823391,8.160275266223205e-06,0.008297019419643892,0.00829702460800208,2.59417909376225e-09,0.001,2,0.008297022013822986,6.884057429786996e-05,8.160275266222915e-06,3.1463379859924316
0.001,0.01,0.01,ascent,10.860465440129396,22.046373199077507,9.180080854359646,12.313632066125308,1.5667756058828308,0.01,1,10.746856460242476,117.94970957624497,20.403969267928552,2.5355167388916016
0.001,0.01,0.1,ascent,0.008297024177303053,8.160277077411904e-06,0.008297023879567877,0.008297024475038217,2.97735169851876e-10,0.001,2,0.008297024177303047,6.88406101987514e-05,8.1602770774119e-06,2.3061885833740234
0.001,0.01,1.0,ascent,0.008297023880553756,8.160276828984833e-06,0.008297023880374343,0.008297023880733168,1.794120407794253e-13,0.001,2,0.008297023880553756,6.88406052744793e-05,8.160276828984831e-06,2.385062575340271
0.001,0.1,0.01,ascent,11.77313803743004,23.23700513376797,11.306323158540373,12.222136275276009,0.45790655836781813,0.01,1,11.76422971690819,138.60677924838205,23.227001383461925,1.7654297351837158
0.001,0.1,0.1,ascent,8.141705976640266,13.144960975312708,2.97859431697874,11.12217282346312,4.071789253242191,0.01,1,7.05038357022093,66.28737621005983,9.402049810632855,2.033316731452942
0.001,0.1,1.0,ascent,0.008297024253089544,8.160277140858903e-06,0.008297023871396636,0.008297024634782435,3.816928995092894e-10,0.001,2,0.008297024253089536,6.884061145635611e-05,8.160277140858897e-06,2.220808267593384
0.01,0.001,0.01,ascent,0.11476406504802883,0.000984101390606225,0.11476406504802883,0.11476406504802883,0.0,0.01,2,0.11476406504802883,0.013170790626348192,0.000984101390606225,2.3270050287246704
0.01,0.001,0.1,ascent,0.11476406504802883,0.0009841013906062245,0.11476406504802883,0.11476406504802883,0.0,0.01,2,0.11476406504802883,0.013170790626348192,0.0009841013906062245,2.3077681064605713
0.01,0.001,1.0,ascent,0.11476406504802883,0.0009841013906062247,0.11476406504802883,0.11476406504802883,0.0,0.01,2,0.11476406504802883,0.013170790626348192,0.0009841013906062247,1.578964352607727
0.01,0.01,0.01,ascent,2.312763273433447,0.10706778446046637,2.192107481914498,2.4274292380252125,0.11766087805535719,0.01,1,2.3097683599698553,5.348873958942592,0.10644879966947446,1.8224809169769287
0.01,0.01,0.1,ascent,0.11476406504802883,0.000984101390606225,0.11476406504802883,0.11476406504802883,0.0,0.01,2,0.11476406504802883,0.013170790626348192,0.000984101390606225,1.9699994325637817
0.01,0.01,1.0,ascent,0.11476406504802883,0.0009841013906062251,0.11476406504802883,0.11476406504802883,0.0,0.01,2,0.11476406504802883,0.013170790626348192,0.0009841013906062251,2.423945188522339
0.01,0.1,0.01,ascent,10.85350749527917,35.04160869314848,8.61916832482984,12.700676646872486,2.040754161021323,0.01,1,10.659922485851162,117.79862495008109,28.225134852892353,2.5706554651260376
0.01,0.1,0.1,ascent,7.457668973376559,6.398186385138959,6.093018400765843,8.608645642658061,1.2578136209461093,0.01,1,7.350832021711952,55.61682651646338,5.70203190602783,2.0329896211624146
0.01,0.1,1.0,ascent,0.11476406504801107,0.0009841013906060736,0.1147640650479933,0.11476406504802883,1.7763568394002505e-14,0.01,2,0.11476406504801107,0.013170790626344114,0.0009841013906060738,2.0445369482040405
0.05,0.001,0.01,ascent,1.7481635958412984,0.056753664354666375,1.7481635958412984,1.7481635958412984,0.0,0.01,2,1.7481635958412984,3.0560759578247785,0.056753664354666375,2.2781254053115845
0.05,0.001,0.1,ascent,1.7481635958412967,0.05675366435466636,1.7481635958412949,1.7481635958412984,1.7763568394002505e-15,0.01,2,1.7481635958412967,3.0560759578247723,0.05675366435466636,2.4351439476013184
0.05,0.001,1.0,ascent,1.7481635958412967,0.05675366435466637,1.7481635958412949,1.7481635958412984,1.7763568394002505e-15,0.01,2,1.7481635958412967,3.0560759578247723,0.05675366435466636,2.3151118755340576
0.05,0.01,0.01,ascent,1.8468604839726093,0.0747440286807918,1.0538234475802963,2.3898207957604396,0.6679986740900716,0.01,1,1.721822121670368,3.410893647259541,0.06468712604694991,1.9482002258300781
0.05,0.01,0.1,ascent,1.7481635958412967,0.056753664354666354,1.7481635958412949,1.7481635958412984,1.7763568394002505e-15,0.01,2,1.7481635958412967,3.0560759578247723,0.056753664354666354,2.7145142555236816
0.05,0.01,1.0,ascent,1.7481635958412984,0.05675366435466638,1.7481635958412984,1.7481635958412984,0.0,0.01,2,1.7481635958412984,3.0560759578247785,0.056753664354666375,2.290651321411133
0.05,0.1,0.01,ascent,12.734377092764825,35.88378119786254,11.814797158914006,13.591883165153554,0.8885430031197741,0.01,1,12.70334016203378,162.16435994073353,33.4884623855051,2.5011184215545654
0.05,0.1,0.1,ascent,3.614046860766174,0.32955527615332847,3.4035159520019964,3.8129710972017112,0.2047275725998574,0.01,1,3.608243524601854,13.061334711813839,0.3282830966035215,2.727264881134033
0.05,0.1,1.0,ascent,1.7481635958412949,0.05675366435466635,1.7481635958412949,1.7481635958412949,0.0,0.01,2,1.7481635958412949,3.056075957824766,0.05675366435466635,2.2888171672821045
